Fantome;Source (MeV);Angle (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle (barns);Ecart type reel
ELIPSOIDE2;CALIBAN3m;45;1,00E+00;9,77E-01;1,11E-01;0,00E+00;9,78E-02;9,57E-01;2,10E-07;1,69E-07
ELIPSOIDE4;SILENENU4m;105;8,72E-01;1,00E+00;9,90E-01;8,82E-01;0,00E+00;7,98E-03;1,06E-07;7,41E-08
ELIPSOIDE2;SILENEPb4m;90;9,72E-01;1,00E+00;9,87E-01;5,53E-01;0,00E+00;5,50E-01;5,29E-08;2,76E-08
ELIPSOIDE4;SILENEPb4m;75;9,79E-01;1,00E+00;8,65E-01;7,45E-03;0,00E+00;8,64E-01;4,84E-08;3,39E-08
ELIPSOIDE2;CALIBAN025m;75;9,68E-01;1,00E+00;8,87E-01;4,28E-02;0,00E+00;8,51E-01;3,20E-07;2,10E-07
ELIPSOIDE1;CALIBAN025m;135;1,43E-01;9,33E-01;9,52E-01;1,00E+00;1,60E-01;0,00E+00;2,97E-07;2,10E-07
ELIPSOIDE3;Flattop;330;9,88E-01;2,58E-01;0,00E+00;4,01E-02;1,00E+00;9,98E-01;1,37E-08;1,07E-08
ELIPSOIDE1;CALIBAN3m;75;1,00E+00;9,99E-01;9,04E-01;6,01E-02;0,00E+00;9,16E-01;2,54E-07;1,58E-07
ELIPSOIDE3;SILENEPb4m;210;0,00E+00;2,47E-01;9,83E-01;1,00E+00;9,54E-01;3,43E-02;4,31E-08;3,46E-08
ELIPSOIDE1;Flattop;30;1,00E+00;9,92E-01;7,86E-02;0,00E+00;5,00E-01;9,24E-01;1,54E-08;9,48E-09
CYLINDRIQUE;SILENENU4m;195;0,00E+00;7,03E-01;9,65E-01;1,00E+00;9,99E-01;4,16E-02;1,07E-07;7,09E-08
ELIPSOIDE3;SILENENU05m;330;9,83E-01;2,53E-01;0,00E+00;3,93E-02;9,77E-01;1,00E+00;1,89E-07;1,50E-07
ELIPSOIDE1;Flattop;45;9,93E-01;1,00E+00;1,70E-01;0,00E+00;1,53E-01;9,29E-01;1,39E-08;9,69E-09
ELIPSOIDE2;SILENENU05m;90;9,79E-01;1,00E+00;9,85E-01;5,63E-01;0,00E+00;5,76E-01;2,33E-07;1,19E-07
ELIPSOIDE1;SILENEPb4m;330;9,60E-01;4,93E-01;0,00E+00;6,88E-02;9,64E-01;1,00E+00;4,92E-08;3,15E-08
ELIPSOIDE4;CALIBAN025m;165;9,97E-03;9,55E-01;1,00E+00;9,92E-01;7,39E-01;0,00E+00;3,19E-07;2,21E-07
ELIPSOIDE1;SILENENU4m;285;8,95E-01;0,00E+00;6,23E-02;8,58E-01;1,00E+00;9,35E-01;1,11E-07;6,94E-08
ELIPSOIDE3;SILENENU05m;165;1,89E-02;9,51E-01;9,92E-01;1,00E+00;8,16E-01;0,00E+00;2,18E-07;1,45E-07
CYLINDRIQUE;SILENEPb4m;45;1,00E+00;9,75E-01;4,67E-01;0,00E+00;3,44E-02;9,55E-01;4,70E-08;3,37E-08
ELIPSOIDE2;Flattop;45;1,00E+00;9,71E-01;1,18E-01;0,00E+00;1,01E-01;9,47E-01;1,32E-08;1,05E-08
ELIPSOIDE1;SILENEPb4m;195;0,00E+00;9,29E-01;9,99E-01;1,00E+00;9,56E-01;4,78E-02;5,23E-08;3,11E-08
ELIPSOIDE4;Flattop;315;1,00E+00;4,08E-02;0,00E+00;4,23E-02;9,85E-01;9,96E-01;1,26E-08;1,16E-08
ELIPSOIDE1;SILENENU05m;345;1,00E+00;9,55E-01;0,00E+00;3,81E-02;9,28E-01;9,77E-01;2,31E-07;1,35E-07
ELIPSOIDE4;CALIBAN3m;255;1,06E-02;0,00E+00;8,66E-01;9,88E-01;1,00E+00;8,91E-01;2,40E-07;1,67E-07
ELIPSOIDE3;Flattop;345;9,89E-01;8,30E-01;0,00E+00;2,15E-02;9,78E-01;1,00E+00;1,60E-08;1,06E-08
CYLINDRIQUE;SILENEPb4m;285;4,63E-01;0,00E+00;3,15E-02;9,47E-01;1,00E+00;9,63E-01;4,70E-08;3,37E-08
ELIPSOIDE1;Flattop;150;8,04E-02;9,67E-01;1,00E+00;9,74E-01;5,42E-01;0,00E+00;1,55E-08;9,44E-09
ELIPSOIDE3;Flattop;240;0,00E+00;9,84E-03;9,60E-01;9,88E-01;1,00E+00;6,91E-01;1,49E-08;1,03E-08
ELIPSOIDE3;SILENENU05m;120;7,40E-01;1,00E+00;9,89E-01;9,75E-01;1,08E-02;0,00E+00;2,08E-07;1,43E-07
ELIPSOIDE3;CALIBAN3m;210;0,00E+00;2,63E-01;9,81E-01;1,00E+00;9,54E-01;4,42E-02;2,18E-07;1,70E-07
ELIPSOIDE4;Flattop;345;9,95E-01;7,37E-01;0,00E+00;1,01E-02;9,63E-01;1,00E+00;1,52E-08;1,05E-08
ELIPSOIDE1;CALIBAN025m;330;9,77E-01;5,35E-01;0,00E+00;7,99E-02;9,48E-01;1,00E+00;3,26E-07;1,97E-07
ELIPSOIDE3;CALIBAN025m;270;5,27E-01;0,00E+00;5,26E-01;9,81E-01;1,00E+00;9,88E-01;3,42E-07;1,83E-07
ELIPSOIDE4;SILENENU05m;135;4,02E-02;9,90E-01;9,99E-01;1,00E+00;3,78E-02;0,00E+00;1,73E-07;1,62E-07
CYLINDRIQUE;Flattop;120;8,02E-01;9,85E-01;1,00E+00;8,58E-01;1,43E-03;0,00E+00;1,53E-08;1,00E-08
ELIPSOIDE1;SILENENU4m;150;6,54E-02;9,68E-01;1,00E+00;9,73E-01;5,30E-01;0,00E+00;1,08E-07;6,78E-08
ELIPSOIDE2;SILENENU05m;285;8,73E-01;0,00E+00;3,34E-02;8,47E-01;1,00E+00;9,74E-01;2,12E-07;1,42E-07
CYLINDRIQUE;CALIBAN025m;315;1,00E+00;4,83E-02;0,00E+00;5,11E-01;9,58E-01;9,99E-01;3,07E-07;2,09E-07
ELIPSOIDE4;CALIBAN025m;270;4,41E-01;0,00E+00;4,50E-01;9,96E-01;1,00E+00;9,75E-01;3,28E-07;1,91E-07
ELIPSOIDE1;SILENENU05m;45;9,87E-01;1,00E+00;1,61E-01;0,00E+00;1,42E-01;9,40E-01;1,94E-07;1,38E-07
ELIPSOIDE4;SILENENU05m;15;1,00E+00;9,42E-01;9,86E-03;0,00E+00;7,39E-01;9,93E-01;2,10E-07;1,47E-07
CYLINDRIQUE;SILENEPb4m;75;9,64E-01;1,00E+00;9,59E-01;3,90E-02;0,00E+00;5,10E-01;4,62E-08;3,24E-08
ELIPSOIDE1;SILENEPb4m;210;0,00E+00;4,62E-01;9,26E-01;1,00E+00;9,74E-01;6,83E-02;4,83E-08;3,10E-08
ELIPSOIDE1;CALIBAN025m;195;0,00E+00;9,13E-01;9,27E-01;9,65E-01;1,00E+00;5,14E-02;3,49E-07;1,98E-07
ELIPSOIDE2;SILENENU4m;240;0,00E+00;1,71E-02;9,14E-01;1,00E+00;9,98E-01;7,54E-01;1,05E-07;7,07E-08
ELIPSOIDE4;CALIBAN3m;285;8,91E-01;0,00E+00;1,06E-02;8,72E-01;1,00E+00;9,92E-01;2,41E-07;1,68E-07
CYLINDRIQUE;CALIBAN3m;195;0,00E+00;7,18E-01;9,67E-01;1,00E+00;9,96E-01;4,62E-02;2,42E-07;1,58E-07
ELIPSOIDE4;SILENEPb4m;135;3,54E-02;9,84E-01;9,93E-01;1,00E+00;3,27E-02;0,00E+00;3,98E-08;3,74E-08
ELIPSOIDE2;SILENENU05m;300;9,53E-01;2,11E-02;0,00E+00;7,57E-01;1,00E+00;9,99E-01;2,09E-07;1,39E-07
ELIPSOIDE3;Flattop;15;1,00E+00;9,66E-01;1,82E-02;0,00E+00;8,74E-01;9,97E-01;1,57E-08;1,03E-08
CYLINDRIQUE;SILENENU05m;30;1,00E+00;9,81E-01;1,16E-01;0,00E+00;1,23E-01;9,57E-01;1,89E-07;1,52E-07
CYLINDRIQUE;SILENENU4m;225;0,00E+00;3,61E-02;9,37E-01;1,00E+00;9,96E-01;5,04E-01;1,03E-07;7,19E-08
ELIPSOIDE4;Flattop;240;0,00E+00;6,60E-03;9,24E-01;9,95E-01;1,00E+00;5,85E-01;1,42E-08;1,03E-08
CYLINDRIQUE;CALIBAN025m;300;8,73E-01;0,00E+00;3,76E-03;8,62E-01;9,90E-01;1,00E+00;3,22E-07;2,09E-07
CYLINDRIQUE;CALIBAN3m;135;5,33E-01;9,68E-01;1,00E+00;9,89E-01;4,90E-02;0,00E+00;2,30E-07;1,57E-07
ELIPSOIDE2;CALIBAN3m;180;0,00E+00;8,26E-01;1,00E+00;9,77E-01;7,38E-01;1,15E-03;2,39E-07;1,53E-07
ELIPSOIDE4;SILENENU05m;60;9,98E-01;1,00E+00;5,85E-01;0,00E+00;4,82E-03;9,22E-01;1,97E-07;1,44E-07
ELIPSOIDE3;CALIBAN025m;225;0,00E+00;7,35E-02;9,75E-01;1,00E+00;9,87E-01;8,29E-02;2,74E-07;2,35E-07
CYLINDRIQUE;Flattop;240;1,55E-04;0,00E+00;8,05E-01;9,91E-01;1,00E+00;8,58E-01;1,53E-08;1,00E-08
ELIPSOIDE4;SILENEPb4m;195;0,00E+00;7,27E-01;9,95E-01;1,00E+00;9,52E-01;7,42E-03;4,80E-08;3,38E-08
ELIPSOIDE3;CALIBAN3m;30;1,00E+00;9,53E-01;4,46E-02;0,00E+00;2,61E-01;9,84E-01;2,18E-07;1,71E-07
ELIPSOIDE3;Flattop;90;9,80E-01;1,00E+00;9,97E-01;5,28E-01;0,00E+00;5,19E-01;1,62E-08;8,70E-09
ELIPSOIDE4;SILENENU4m;315;9,90E-01;3,53E-02;0,00E+00;4,00E-02;9,81E-01;1,00E+00;8,75E-08;8,15E-08
ELIPSOIDE3;CALIBAN025m;75;1,00E+00;9,97E-01;9,26E-01;2,45E-02;0,00E+00;8,97E-01;3,25E-07;2,21E-07
ELIPSOIDE2;Flattop;120;7,68E-01;1,00E+00;9,97E-01;8,98E-01;1,96E-02;0,00E+00;1,51E-08;1,00E-08
CYLINDRIQUE;CALIBAN3m;210;0,00E+00;1,21E-01;9,65E-01;1,00E+00;9,82E-01;1,15E-01;2,16E-07;1,72E-07
CYLINDRIQUE;CALIBAN025m;150;1,24E-01;9,62E-01;9,93E-01;1,00E+00;1,36E-01;0,00E+00;2,86E-07;2,26E-07
ELIPSOIDE3;Flattop;360;9,97E-01;8,40E-01;0,00E+00;1,64E-03;8,11E-01;1,00E+00;1,50E-08;9,93E-09
ELIPSOIDE1;Flattop;60;1,00E+00;9,52E-01;8,04E-01;0,00E+00;2,71E-02;8,39E-01;1,58E-08;9,68E-09
CYLINDRIQUE;SILENENU4m;330;9,87E-01;1,25E-01;0,00E+00;1,17E-01;9,62E-01;1,00E+00;9,43E-08;7,62E-08
ELIPSOIDE3;SILENENU05m;45;1,00E+00;9,70E-01;7,58E-02;0,00E+00;6,87E-02;9,78E-01;1,79E-07;1,56E-07
ELIPSOIDE3;CALIBAN025m;255;2,53E-02;0,00E+00;8,96E-01;1,00E+00;9,97E-01;9,24E-01;3,25E-07;2,20E-07
ELIPSOIDE1;SILENENU05m;255;6,21E-02;0,00E+00;8,79E-01;1,00E+00;9,96E-01;8,87E-01;2,19E-07;1,37E-07
CYLINDRIQUE;SILENENU4m;210;0,00E+00;1,26E-01;9,69E-01;1,00E+00;9,83E-01;1,20E-01;9,54E-08;7,70E-08
ELIPSOIDE1;Flattop;120;7,66E-01;9,96E-01;1,00E+00;9,57E-01;3,24E-02;0,00E+00;1,57E-08;9,65E-09
ELIPSOIDE4;SILENEPb4m;315;1,00E+00;3,32E-02;0,00E+00;3,52E-02;9,82E-01;9,92E-01;3,98E-08;3,74E-08
ELIPSOIDE3;SILENENU4m;180;1,18E-03;8,09E-01;1,00E+00;9,81E-01;8,29E-01;0,00E+00;1,04E-07;6,99E-08
ELIPSOIDE2;Flattop;285;8,65E-01;0,00E+00;3,46E-02;8,49E-01;1,00E+00;9,81E-01;1,55E-08;1,03E-08
ELIPSOIDE3;SILENEPb4m;240;0,00E+00;7,58E-03;9,47E-01;9,88E-01;1,00E+00;6,78E-01;4,75E-08;3,34E-08
ELIPSOIDE3;SILENENU4m;255;2,16E-02;0,00E+00;8,85E-01;9,99E-01;1,00E+00;8,67E-01;1,07E-07;7,32E-08
ELIPSOIDE3;SILENEPb4m;345;9,94E-01;8,25E-01;0,00E+00;1,14E-02;9,81E-01;1,00E+00;5,08E-08;3,44E-08
ELIPSOIDE1;CALIBAN3m;315;1,00E+00;1,50E-01;0,00E+00;1,42E-01;9,42E-01;9,86E-01;2,21E-07;1,58E-07
ELIPSOIDE1;SILENENU05m;360;9,75E-01;7,93E-01;0,00E+00;7,03E-03;7,73E-01;1,00E+00;2,19E-07;1,29E-07
ELIPSOIDE4;SILENENU05m;30;1,00E+00;9,75E-01;2,01E-02;0,00E+00;1,57E-01;9,92E-01;1,79E-07;1,57E-07
ELIPSOIDE1;SILENENU05m;285;8,90E-01;0,00E+00;6,33E-02;8,56E-01;1,00E+00;9,54E-01;2,18E-07;1,37E-07
ELIPSOIDE4;CALIBAN025m;345;9,91E-01;7,40E-01;0,00E+00;9,91E-03;9,54E-01;1,00E+00;3,18E-07;2,21E-07
CYLINDRIQUE;SILENEPb4m;195;0,00E+00;6,86E-01;9,64E-01;1,00E+00;9,95E-01;3,89E-02;4,88E-08;3,27E-08
ELIPSOIDE1;CALIBAN3m;270;6,20E-01;0,00E+00;6,19E-01;9,76E-01;1,00E+00;9,85E-01;2,71E-07;1,30E-07
ELIPSOIDE1;Flattop;285;9,26E-01;0,00E+00;6,78E-02;8,89E-01;1,00E+00;9,73E-01;1,60E-08;9,89E-09
M1E;SILENENU05m;15;2,29E-01;0,00E+00;3,51E-02;9,78E-01;4,65E-01;1,00E+00;1,57E-07;1,34E-07
M1E;CALIBAN3m;345;4,76E-03;0,00E+00;1,00E+00;9,63E-01;5,13E-01;9,68E-01;2,24E-07;1,61E-07
M1E;CALIBAN025m;135;9,46E-01;1,00E+00;2,11E-01;0,00E+00;2,59E-02;9,22E-01;2,86E-07;2,25E-07
M1C;SILENENU05m;60;9,75E-01;8,06E-01;0,00E+00;2,46E-01;9,82E-01;1,00E+00;2,35E-07;1,23E-07
M1C;SILENEPb4m;105;1,00E+00;9,29E-01;7,17E-02;0,00E+00;9,89E-01;9,90E-01;5,43E-08;3,15E-08
M1A;CALIBAN025m;105;1,00E+00;9,34E-01;9,75E-02;0,00E+00;9,76E-01;9,65E-01;3,71E-07;1,81E-07
M1E;SILENENU05m;285;0,00E+00;9,44E-01;9,99E-01;1,00E+00;9,39E-01;7,71E-02;2,31E-07;1,41E-07
M1E;SILENEPb4m;120;9,80E-01;1,00E+00;1,03E-01;0,00E+00;1,57E-01;9,84E-01;4,31E-08;3,43E-08
M1E;CALIBAN025m;60;9,76E-01;3,94E-01;0,00E+00;1,83E-01;1,00E+00;9,94E-01;3,12E-07;2,03E-07
M1C;CALIBAN3m;150;9,98E-01;1,00E+00;8,57E-01;0,00E+00;2,06E-02;8,15E-01;2,47E-07;1,55E-07
M1A;SILENEPb4m;285;0,00E+00;9,27E-01;9,83E-01;1,00E+00;9,64E-01;9,98E-02;5,61E-08;2,85E-08
M1E;CALIBAN3m;165;9,94E-01;3,38E-01;1,00E+00;2,06E-02;0,00E+00;1,90E-01;1,69E-07;1,55E-07
M1C;CALIBAN3m;60;9,88E-01;8,07E-01;0,00E+00;2,55E-01;9,76E-01;1,00E+00;2,69E-07;1,39E-07
M1E;SILENENU05m;300;0,00E+00;3,02E-01;9,96E-01;9,88E-01;1,00E+00;7,55E-01;2,34E-07;1,27E-07
M1A;SILENENU05m;240;2,75E-01;1,00E+00;9,90E-01;9,35E-01;8,08E-01;0,00E+00;2,44E-07;1,16E-07
M1E;SILENENU05m;210;3,63E-01;9,97E-01;9,91E-01;1,00E+00;6,08E-02;0,00E+00;1,96E-07;1,44E-07
M1A;CALIBAN025m;75;9,85E-01;9,67E-01;0,00E+00;1,64E-01;9,64E-01;1,00E+00;3,70E-07;1,79E-07
M1C;SILENENU05m;330;0,00E+00;1,02E-01;8,21E-01;1,00E+00;4,36E-01;3,15E-01;1,60E-07;1,15E-07
M1C;SILENENU4m;330;0,00E+00;9,59E-02;8,11E-01;1,00E+00;4,25E-01;3,22E-01;8,04E-08;5,82E-08
M1C;Flattop;45;9,62E-01;2,07E-01;0,00E+00;9,21E-01;1,00E+00;9,86E-01;1,72E-08;9,23E-09
M1A;SILENEPb4m;150;1,00E+00;9,99E-01;7,80E-01;0,00E+00;4,25E-02;7,79E-01;4,89E-08;2,98E-08
M1E;SILENEPb4m;300;0,00E+00;2,84E-01;9,91E-01;9,91E-01;1,00E+00;7,48E-01;5,36E-08;2,96E-08
M1A;CALIBAN025m;30;7,88E-01;2,89E-02;0,00E+00;8,30E-01;1,00E+00;9,91E-01;3,35E-07;1,91E-07
M1C;Flattop;360;9,46E-02;0,00E+00;7,30E-01;1,00E+00;7,42E-01;1,00E+00;1,45E-08;9,32E-09
M1C;CALIBAN025m;195;9,61E-01;6,40E-01;1,00E+00;9,75E-01;1,62E-03;0,00E+00;3,18E-07;2,14E-07
M1A;Flattop;60;9,91E-01;1,00E+00;0,00E+00;4,20E-01;9,79E-01;9,88E-01;1,85E-08;8,10E-09
M1C;CALIBAN025m;300;0,00E+00;9,85E-01;9,88E-01;9,99E-01;1,00E+00;6,25E-01;4,05E-07;1,65E-07
M1C;SILENENU4m;195;9,62E-01;6,35E-01;1,00E+00;9,74E-01;0,00E+00;9,76E-05;1,05E-07;7,19E-08
M1E;SILENENU05m;270;7,33E-03;8,37E-01;1,00E+00;9,74E-01;8,20E-01;0,00E+00;2,17E-07;1,37E-07
M1E;CALIBAN3m;225;2,80E-01;1,00E+00;9,70E-01;9,76E-01;1,44E-01;0,00E+00;2,27E-07;1,63E-07
M1E;SILENENU4m;225;2,77E-01;1,00E+00;9,69E-01;9,76E-01;1,39E-01;0,00E+00;9,98E-08;7,26E-08
M1C;CALIBAN3m;165;1,00E+00;9,92E-01;3,93E-01;2,75E-02;0,00E+00;5,06E-01;1,98E-07;1,49E-07
M1E;Flattop;180;1,00E+00;2,72E-01;8,36E-01;4,67E-01;0,00E+00;8,86E-02;1,09E-08;8,69E-09
M1C;SILENEPb4m;240;2,32E-01;1,00E+00;9,65E-01;9,55E-01;8,49E-01;0,00E+00;5,57E-08;2,85E-08
M1A;CALIBAN025m;150;9,99E-01;1,00E+00;8,23E-01;0,00E+00;4,31E-02;7,79E-01;3,27E-07;1,90E-07
M1C;CALIBAN3m;300;0,00E+00;9,85E-01;9,94E-01;9,97E-01;1,00E+00;6,23E-01;3,04E-07;1,26E-07
M1A;SILENENU05m;345;1,58E-02;0,00E+00;9,58E-01;1,00E+00;3,08E-01;9,36E-01;1,95E-07;1,40E-07
M1A;Flattop;105;1,00E+00;9,56E-01;8,86E-02;0,00E+00;9,83E-01;9,78E-01;1,76E-08;8,82E-09
M1A;SILENENU05m;45;9,40E-01;5,56E-01;0,00E+00;9,69E-01;9,91E-01;1,00E+00;2,61E-07;1,11E-07
M1C;CALIBAN3m;360;8,56E-02;0,00E+00;7,22E-01;9,93E-01;7,34E-01;1,00E+00;2,29E-07;1,49E-07
M1A;CALIBAN025m;90;1,00E+00;7,40E-01;0,00E+00;4,34E-02;8,24E-01;9,84E-01;3,48E-07;1,70E-07
M1A;CALIBAN025m;210;2,68E-01;3,43E-01;1,00E+00;7,65E-01;1,17E-01;0,00E+00;2,39E-07;1,67E-07
M1E;CALIBAN3m;45;9,31E-01;3,26E-02;0,00E+00;5,31E-01;1,00E+00;9,67E-01;2,36E-07;1,62E-07
M1A;SILENENU4m;30;7,67E-01;3,29E-02;0,00E+00;8,27E-01;1,00E+00;9,86E-01;1,10E-07;6,45E-08
M1E;SILENENU4m;120;9,83E-01;1,00E+00;1,11E-01;0,00E+00;1,64E-01;9,88E-01;9,53E-08;7,48E-08
M1E;SILENENU4m;195;9,76E-01;4,47E-01;9,75E-01;1,00E+00;0,00E+00;9,50E-03;9,68E-08;7,16E-08
M1C;SILENEPb4m;285;0,00E+00;9,67E-01;9,94E-01;1,00E+00;9,42E-01;1,85E-01;5,58E-08;2,88E-08
M1E;CALIBAN3m;240;9,98E-01;9,96E-01;1,00E+00;9,93E-01;3,12E-01;0,00E+00;2,83E-07;1,51E-07
M1E;CALIBAN3m;315;0,00E+00;1,33E-01;9,75E-01;9,65E-01;1,00E+00;3,61E-01;2,32E-07;1,61E-07
M1C;CALIBAN3m;30;7,85E-01;1,79E-02;0,00E+00;8,40E-01;9,99E-01;1,00E+00;2,45E-07;1,55E-07
M1C;SILENENU05m;285;0,00E+00;9,54E-01;9,99E-01;1,00E+00;9,23E-01;1,96E-01;2,44E-07;1,22E-07
M1A;Flattop;150;9,98E-01;1,00E+00;7,91E-01;0,00E+00;4,86E-02;7,92E-01;1,55E-08;9,00E-09
M1E;SILENEPb4m;360;8,15E-02;0,00E+00;4,61E-01;8,31E-01;2,43E-01;1,00E+00;3,41E-08;2,82E-08
M1E;CALIBAN025m;30;7,75E-01;0,00E+00;6,42E-03;1,88E-01;1,00E+00;9,59E-01;2,70E-07;2,19E-07
M1C;Flattop;105;9,99E-01;9,21E-01;6,55E-02;0,00E+00;1,00E+00;9,78E-01;1,71E-08;9,54E-09
M1E;SILENEPb4m;15;2,20E-01;0,00E+00;3,45E-02;9,82E-01;4,59E-01;1,00E+00;3,58E-08;3,11E-08
M1E;Flattop;345;4,42E-03;0,00E+00;1,00E+00;9,55E-01;5,13E-01;9,62E-01;1,41E-08;1,01E-08
M1A;SILENENU05m;210;2,66E-01;3,39E-01;1,00E+00;7,68E-01;1,12E-01;0,00E+00;1,56E-07;1,12E-07
M1C;CALIBAN025m;135;1,00E+00;9,89E-01;3,49E-01;0,00E+00;1,69E-01;9,55E-01;3,11E-07;1,96E-07
M1A;SILENEPb4m;195;9,63E-01;4,21E-01;1,00E+00;9,63E-01;0,00E+00;4,38E-02;4,56E-08;3,11E-08
M1A;SILENENU4m;330;0,00E+00;1,01E-01;7,88E-01;1,00E+00;4,74E-01;3,04E-01;8,57E-08;5,62E-08
M1A;CALIBAN3m;285;0,00E+00;9,20E-01;1,00E+00;9,99E-01;9,87E-01;9,97E-02;2,81E-07;1,38E-07
M1E;SILENENU05m;90;9,97E-01;8,24E-01;0,00E+00;1,31E-03;8,08E-01;1,00E+00;2,10E-07;1,38E-07
M1E;CALIBAN3m;195;9,85E-01;4,51E-01;9,82E-01;1,00E+00;0,00E+00;9,22E-03;2,20E-07;1,62E-07
M1C;Flattop;120;1,00E+00;9,86E-01;1,60E-01;0,00E+00;6,60E-01;9,94E-01;1,61E-08;8,99E-09
M1C;SILENENU05m;315;0,00E+00;3,16E-01;9,05E-01;9,52E-01;1,00E+00;4,46E-01;2,23E-07;1,24E-07
M1C;Flattop;165;1,00E+00;9,94E-01;3,93E-01;2,67E-02;0,00E+00;5,24E-01;1,25E-08;9,30E-09
M1A;SILENEPb4m;225;8,78E-01;1,00E+00;9,90E-01;9,18E-01;3,37E-01;0,00E+00;5,61E-08;2,76E-08
M1A;Flattop;30;7,46E-01;3,30E-02;0,00E+00;8,35E-01;1,00E+00;9,77E-01;1,57E-08;9,11E-09
M1E;CALIBAN025m;225;2,92E-01;1,00E+00;9,63E-01;9,74E-01;1,52E-01;0,00E+00;3,03E-07;2,14E-07
M1A;SILENENU4m;105;1,00E+00;9,33E-01;9,25E-02;0,00E+00;9,73E-01;9,63E-01;1,22E-07;6,20E-08
M1C;SILENEPb4m;75;9,96E-01;9,49E-01;0,00E+00;1,04E-01;9,83E-01;1,00E+00;5,45E-08;3,12E-08
M1A;SILENEPb4m;135;1,00E+00;9,69E-01;3,79E-01;0,00E+00;1,75E-01;9,41E-01;4,80E-08;2,88E-08
M1E;Flattop;120;9,70E-01;1,00E+00;1,23E-01;0,00E+00;1,75E-01;9,78E-01;1,37E-08;1,04E-08
M1A;SILENEPb4m;165;9,87E-01;1,00E+00;7,83E-01;1,22E-02;0,00E+00;9,87E-01;5,07E-08;3,22E-08
M1E;SILENENU4m;45;9,27E-01;3,44E-02;0,00E+00;5,29E-01;1,00E+00;9,69E-01;1,04E-07;7,17E-08
M1E;SILENENU4m;60;9,70E-01;3,79E-01;0,00E+00;1,72E-01;1,00E+00;9,91E-01;1,02E-07;6,89E-08
M1E;Flattop;150;1,00E+00;9,91E-01;1,24E-01;6,44E-04;0,00E+00;8,31E-01;1,23E-08;1,04E-08
M1C;SILENENU05m;195;9,59E-01;6,41E-01;1,00E+00;9,74E-01;1,85E-03;0,00E+00;2,09E-07;1,42E-07
M1A;CALIBAN025m;195;9,51E-01;4,29E-01;1,00E+00;9,58E-01;0,00E+00;4,35E-02;3,05E-07;2,01E-07
M1E;Flattop;90;9,92E-01;8,26E-01;0,00E+00;5,04E-03;8,25E-01;1,00E+00;1,52E-08;9,88E-09
M1E;SILENENU05m;360;8,46E-02;0,00E+00;4,78E-01;8,29E-01;2,61E-01;1,00E+00;1,51E-07;1,22E-07
M1E;CALIBAN3m;270;1,16E-02;8,39E-01;1,00E+00;9,87E-01;8,17E-01;0,00E+00;2,46E-07;1,56E-07
M1C;Flattop;15;4,07E-01;0,00E+00;3,40E-02;2,28E-01;1,00E+00;9,62E-01;1,15E-08;9,56E-09
M1A;CALIBAN025m;360;2,28E-01;0,00E+00;9,34E-01;8,33E-01;1,00E+00;9,90E-01;3,48E-07;1,93E-07
M1E;CALIBAN3m;360;8,82E-02;0,00E+00;4,76E-01;8,30E-01;2,58E-01;1,00E+00;1,74E-07;1,40E-07
M1A;CALIBAN3m;180;9,76E-01;1,00E+00;4,78E-01;1,23E-01;0,00E+00;4,55E-01;2,07E-07;1,40E-07
M1E;SILENEPb4m;150;1,00E+00;9,83E-01;1,13E-01;0,00E+00;2,02E-04;8,15E-01;3,88E-08;3,37E-08
M1E;CALIBAN025m;255;1,15E-01;9,54E-01;1,00E+00;9,75E-01;9,55E-01;0,00E+00;3,55E-07;2,09E-07
M1A;SILENENU05m;315;0,00E+00;3,89E-01;9,34E-01;9,87E-01;1,00E+00;6,48E-01;2,40E-07;1,13E-07
M1A;SILENEPb4m;255;1,22E-01;9,06E-01;1,00E+00;9,69E-01;9,87E-01;0,00E+00;5,55E-08;2,87E-08
M1C;SILENENU05m;255;8,25E-02;9,16E-01;9,91E-01;1,00E+00;8,91E-01;0,00E+00;2,42E-07;1,27E-07
M1E;Flattop;195;9,73E-01;4,56E-01;9,66E-01;1,00E+00;0,00E+00;6,04E-03;1,38E-08;1,01E-08
M1A;CALIBAN025m;180;9,78E-01;1,00E+00;4,92E-01;1,27E-01;0,00E+00;4,65E-01;2,76E-07;1,84E-07
M1E;SILENENU05m;180;1,00E+00;2,69E-01;8,31E-01;4,53E-01;0,00E+00;8,45E-02;1,50E-07;1,21E-07
M1A;SILENENU4m;45;9,27E-01;5,44E-01;0,00E+00;9,70E-01;9,82E-01;1,00E+00;1,31E-07;5,58E-08
M1A;SILENENU05m;330;0,00E+00;1,03E-01;8,14E-01;1,00E+00;4,94E-01;3,18E-01;1,71E-07;1,11E-07
M1E;CALIBAN3m;30;7,72E-01;0,00E+00;7,01E-03;1,83E-01;1,00E+00;9,68E-01;2,02E-07;1,66E-07
M1C;Flattop;180;9,62E-01;1,00E+00;3,43E-01;2,40E-01;0,00E+00;8,18E-02;1,14E-08;9,61E-09
M1E;SILENENU4m;255;1,14E-01;9,67E-01;1,00E+00;9,87E-01;9,62E-01;0,00E+00;1,18E-07;7,08E-08
M1E;CALIBAN3m;180;1,00E+00;2,66E-01;8,32E-01;4,54E-01;0,00E+00;8,32E-02;1,72E-07;1,39E-07
